n,agreement_n,disagreement_n,mean_jsd_agreement,mean_jsd_disagreement,beta,se,ci95_low,ci95_high
9561,7195,2366,0.05881055766253406,0.31410926757898133,0.2552987099164474,0.004375461290698348,0.24672187748464552,0.2638755423482492
